2
32,32
24,22
::Tileset
dungeon
::CellInfo
0,128,416,0,0,0
0,32,416,0,1,0
0,128,416,0,2,0
0,64,416,0,3,0
0,96,416,0,4,0
0,32,416,0,5,0
0,192,416,0,6,0
0,32,416,0,7,0
0,96,416,0,8,0
0,192,416,0,9,0
0,64,416,0,10,0
0,128,416,0,11,0
0,192,416,0,12,0
0,192,416,0,13,0
0,160,416,0,14,0
0,96,416,0,15,0
0,160,416,0,16,0
0,160,416,0,17,0
0,160,416,0,18,0
0,64,416,0,19,0
0,64,416,0,20,0
0,64,416,1,0,0
0,0,416,1,1,0
0,128,416,1,2,0
0,192,416,1,3,0
0,64,416,1,4,0
0,96,416,1,5,0
0,32,416,1,6,0
0,192,416,1,7,0
0,0,416,1,8,0
0,0,416,1,9,0
0,0,416,1,10,0
0,128,416,1,11,0
0,128,416,1,12,0
0,0,416,1,13,0
0,0,416,1,14,0
0,0,416,1,15,0
0,192,416,1,16,0
0,64,416,1,17,0
0,192,416,1,18,0
0,0,416,1,19,0
0,32,416,1,20,0
0,192,416,2,0,0
0,64,416,2,1,0
0,128,416,2,2,0
0,64,416,2,3,0
0,128,416,2,4,0
0,64,416,2,5,0
0,160,416,2,6,0
0,0,416,2,7,0
0,192,416,2,8,0
0,128,416,2,9,0
0,192,416,2,10,0
0,0,416,2,11,0
0,64,416,2,12,0
0,32,416,2,13,0
0,96,416,2,14,0
0,64,416,2,15,0
0,64,416,2,16,0
0,192,416,2,17,0
0,128,416,2,18,0
0,64,416,2,19,0
0,32,416,2,20,0
0,0,416,3,0,0
0,128,416,3,1,0
0,192,416,3,2,0
0,32,416,3,3,0
0,0,416,3,4,0
0,0,416,3,5,0
0,160,416,3,6,0
0,0,416,3,7,0
0,64,416,3,8,0
0,64,416,3,9,0
0,0,416,3,10,0
0,160,416,3,11,0
0,128,416,3,12,0
0,64,416,3,13,0
0,96,416,3,14,0
0,64,416,3,15,0
0,96,416,3,16,0
0,192,416,3,17,0
0,32,416,3,18,0
0,64,416,3,19,0
0,192,416,3,20,0
0,96,416,4,0,0
0,0,416,4,1,0
0,128,416,4,2,0
0,32,416,4,3,0
0,96,416,4,4,0
0,160,416,4,5,0
0,128,416,4,6,0
0,0,416,4,7,0
0,192,416,4,8,0
0,96,416,4,9,0
0,64,416,4,10,0
0,64,416,4,11,0
0,64,416,4,12,0
0,0,416,4,13,0
0,0,416,4,14,0
0,32,416,4,15,0
0,160,416,4,16,0
0,128,416,4,17,0
0,160,416,4,18,0
0,160,416,4,19,0
0,0,416,4,20,0
0,64,416,5,0,0
0,96,416,5,1,0
0,32,416,5,2,0
0,192,416,5,3,0
0,64,416,5,4,0
0,0,416,5,5,0
0,192,416,5,6,0
0,192,416,5,7,0
0,160,416,5,8,0
0,128,416,5,9,0
0,192,416,5,10,0
0,160,416,5,11,0
0,96,416,5,12,0
0,160,416,5,13,0
0,64,416,5,14,0
0,192,416,5,15,0
0,0,416,5,16,0
0,32,416,5,17,0
0,0,416,5,18,0
0,192,416,5,19,0
0,32,416,5,20,0
0,128,416,6,0,0
0,64,416,6,1,0
0,64,416,6,2,0
0,160,416,6,3,0
0,0,416,6,4,0
0,128,416,6,5,0
0,128,416,6,6,0
0,0,416,6,7,0
0,96,416,6,8,0
0,96,416,6,9,0
0,32,416,6,10,0
0,64,416,6,11,0
0,128,416,6,12,0
0,192,416,6,13,0
0,64,416,6,14,0
0,0,416,6,15,0
0,64,416,6,16,0
0,160,416,6,17,0
0,128,416,6,18,0
0,192,416,6,19,0
0,160,416,6,20,0
0,96,416,7,0,0
0,32,416,7,1,0
0,64,416,7,2,0
0,32,416,7,3,0
0,96,416,7,4,0
0,0,416,7,5,0
0,192,416,7,6,0
0,64,416,7,7,0
0,96,416,7,8,0
0,128,416,7,9,0
0,192,416,7,10,0
0,0,416,7,11,0
0,192,416,7,12,0
0,0,416,7,13,0
0,32,416,7,14,0
0,32,416,7,15,0
0,32,416,7,16,0
0,0,416,7,17,0
0,32,416,7,18,0
0,96,416,7,19,0
0,64,416,7,20,0
0,0,416,8,0,0
0,64,416,8,1,0
